Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,18,7:30,9.82,0,0.0169,309.54,37.1,4,0.1019,282.26,122.69,5,0.0392,244.4,53.15,2,0.0374,266.14
August,18,8:00,34.81,0,0.0105,265.15,79.62,3,0.0389,277.84,251.59,8,0.0335,273.79,113.22,3,0.0297,265.48
August,18,8:30,68.85,1,0.0156,287.91,126.5,9,0.0729,298.88,397.88,12,0.0305,284.8,168.06,8,0.0458,281.61
August,18,9:00,112.01,1,0.0113,284.89,198.47,6,0.0321,300.0,563.81,19,0.0332,295.53,275.16,9,0.0341,287.05
August,18,9:30,146.08,2,0.0107,294.91,251.58,10,0.0402,320.02,723.04,45,0.0621,312.04,339.27,21,0.0604,300.93
August,18,10:00,173.73,1,0.0085,304.05,329.9,14,0.0416,326.54,867.27,55,0.0639,313.09,409.37,21,0.0521,309.4
August,18,10:30,199.35,2,0.0105,286.16,366.73,34,0.0937,336.58,967.37,75,0.0777,322.42,459.3,33,0.0717,312.58
August,18,11:00,205.31,2,0.0082,295.66,413.05,21,0.05,343.21,1048.11,53,0.0509,330.78,489.41,27,0.0549,317.52
August,18,11:30,219.89,2,0.0079,307.45,422.99,28,0.0667,343.56,1067.69,66,0.0617,334.77,510.61,26,0.0514,318.21
August,18,12:00,215.02,2,0.0108,298.61,467.64,21,0.0457,339.87,1106.94,71,0.0639,333.92,552.23,30,0.0546,321.28
August,18,12:30,222.02,2,0.0095,291.64,480.52,35,0.0727,348.56,1105.01,83,0.0752,334.91,549.27,37,0.0667,321.01
August,18,13:00,215.15,2,0.0111,290.79,498.83,22,0.0445,346.32,1087.85,52,0.0473,338.32,550.8,26,0.0469,321.7
August,18,13:30,218.27,2,0.0107,301.92,504.34,37,0.0736,344.37,1081.93,80,0.0737,343.09,550.05,30,0.0554,319.69
August,18,14:00,219.08,2,0.0109,301.05,522.35,42,0.0812,340.01,1111.02,81,0.0733,345.49,572.87,35,0.0603,314.52
August,18,14:30,229.84,4,0.0181,304.36,523.17,57,0.1089,338.9,1117.12,146,0.1305,342.57,585.32,59,0.1002,324.15
August,18,15:00,224.52,3,0.0126,297.83,526.09,39,0.0745,345.32,1124.06,83,0.0739,341.86,578.32,35,0.061,323.35
August,18,15:30,234.59,3,0.011,303.92,526.01,20,0.0381,344.54,1105.19,46,0.0415,345.75,569.12,29,0.051,326.83
August,18,16:00,222.25,2,0.0084,317.68,533.25,20,0.0371,347.19,1115.59,38,0.0339,343.06,583.87,20,0.0341,331.6
August,18,16:30,220.4,2,0.0082,303.94,522.4,23,0.0441,353.77,1075.94,37,0.0348,344.36,566.21,23,0.0412,335.03
August,18,17:00,194.79,2,0.0107,307.9,496.37,20,0.0398,345.05,1020.55,40,0.0395,339.02,539.47,18,0.0332,337.04
August,18,17:30,181.73,2,0.0092,298.55,473.83,17,0.0353,353.55,933.77,39,0.0413,343.71,501.52,23,0.0458,329.66
August,18,18:00,144.61,1,0.0096,292.85,417.99,18,0.0419,347.78,873.89,52,0.059,341.2,461.85,14,0.0313,332.28
August,18,18:30,132.05,1,0.011,312.09,394.26,20,0.0517,346.27,769.76,31,0.0409,342.04,402.51,12,0.0304,334.69
August,18,19:00,87.23,1,0.0078,308.15,348.16,18,0.0518,355.3,672.35,32,0.0477,350.73,368.3,14,0.0372,317.38
August,18,19:30,70.4,1,0.0129,301.31,332.25,16,0.0487,334.13,612.06,36,0.0595,344.34,342.85,22,0.0655,332.48
August,18,20:00,50.56,1,0.0136,296.63,285.96,21,0.0718,333.7,529.67,32,0.0606,346.1,288.26,18,0.0614,319.46
August,18,20:30,39.55,1,0.0217,306.62,232.13,12,0.0501,325.03,440.31,16,0.0357,335.2,245.93,11,0.0445,320.48
August,18,21:00,30.29,1,0.0226,312.14,183.21,9,0.0514,336.55,364.37,12,0.0335,338.0,204.87,13,0.0647,323.25
August,18,21:30,22.46,1,0.027,308.92,154.67,6,0.0384,344.81,316.96,10,0.0307,330.83,168.09,6,0.0376,332.59
August,18,22:00,18.31,0,0.0,305.49,115.71,0,0.0,322.39,237.8,0,0.0,322.98,132.86,0,0.0,323.75
August,18,22:30,12.32,0,0.0,309.14,92.97,0,0.0,306.64,186.28,0,0.0,318.06,113.36,0,0.0,323.37
August,18,23:00,11.56,0,0.0,275.38,67.23,0,0.0,300.35,146.49,0,0.0,308.62,89.73,0,0.0,331.07
August,18,23:30,7.62,0,0.0,323.15,50.59,0,0.0,290.11,109.38,0,0.0,321.15,64.74,0,0.0,317.48
August,19,0:00,4.62,0,0.0,335.63,32.83,0,0.0,297.03,71.15,0,0.0,304.69,42.3,0,0.0,308.78
August,19,0:30,3.79,0,0.0,268.56,23.5,0,0.0,303.36,50.59,0,0.0,313.61,30.21,0,0.0,326.48
August,19,1:00,2.4,0,0.0,327.46,11.0,0,0.0,315.26,35.56,0,0.0,316.21,24.16,0,0.0,365.27
August,19,1:30,1.99,0,0.0,251.22,6.3,0,0.0,298.32,26.05,0,0.0,275.88,16.22,0,0.0,339.22
August,19,2:00,1.48,0,0.0,433.2,3.18,0,0.0,330.98,18.56,0,0.0,272.41,11.13,0,0.0,317.15
August,19,2:30,1.22,0,0.0,214.72,3.31,0,0.0,344.68,17.68,0,0.0,239.02,8.65,0,0.0,293.64
August,19,3:00,1.37,0,0.0,332.75,2.65,0,0.0,354.83,11.87,0,0.0,255.05,2.12,0,0.0,363.16
August,19,3:30,1.23,0,0.0,201.03,2.27,0,0.0,211.36,11.45,0,0.0,278.89,0.21,0,0.0,259.41
August,19,4:00,0.89,0,0.0,265.82,1.61,0,0.0,243.42,8.72,0,0.0,300.67,0.21,0,0.0,478.03
August,19,4:30,1.58,0,0.0,236.16,2.39,0,0.0,218.4,9.69,0,0.0,259.36,0.1,0,0.0,311.38
August,19,5:00,1.55,0,0.0,246.84,1.38,0,0.0,331.02,10.6,0,0.0,279.38,0.2,0,0.0,211.12
August,19,5:30,2.29,0,0.0,219.05,2.67,0,0.0,311.56,14.48,0,0.0,297.95,0.42,0,0.0,315.21
August,19,6:00,1.97,0,0.0,274.6,4.12,0,0.0,272.62,26.3,0,0.0,227.18,11.88,0,0.0,226.93
August,19,6:30,3.69,0,0.0,223.31,8.21,0,0.0,300.29,44.38,0,0.0,223.54,19.09,0,0.0,236.91
August,19,7:00,7.82,0,0.0229,259.54,24.16,0,0.0093,257.78,80.83,1,0.0164,243.6,36.04,0,0.0058,273.97
August,19,7:30,12.99,0,0.03,295.82,36.73,0,0.0111,285.19,128.87,3,0.0226,245.75,63.08,0,0.0047,273.5
August,19,8:00,42.59,1,0.0155,258.96,81.83,1,0.0075,266.14,248.9,4,0.0152,271.08,117.17,1,0.0058,271.85
August,19,8:30,74.93,2,0.0237,279.92,129.69,1,0.008,297.82,359.37,5,0.0126,282.6,168.22,1,0.0048,283.5
August,19,9:00,110.5,2,0.0189,307.23,189.62,1,0.005,294.62,530.94,8,0.0141,290.75,251.36,1,0.0043,287.51
August,19,9:30,145.52,2,0.0167,305.3,245.27,2,0.0071,314.43,664.2,13,0.0194,299.41,312.04,2,0.006,292.41
August,19,10:00,167.9,2,0.0144,302.01,295.61,2,0.006,307.98,771.65,13,0.0172,301.96,377.38,2,0.0066,300.36
August,19,10:30,186.98,2,0.0118,302.17,326.36,4,0.0112,321.91,863.46,25,0.0291,310.98,410.93,4,0.0101,302.23
August,19,11:00,197.33,3,0.0137,304.65,365.94,2,0.0061,326.48,928.32,18,0.0191,314.09,441.49,4,0.0088,319.35
August,19,11:30,212.82,3,0.0141,308.24,392.44,3,0.0074,327.19,965.0,17,0.018,317.39,480.67,4,0.0083,312.45
August,19,12:00,213.67,3,0.013,309.41,413.89,2,0.0056,336.14,965.15,22,0.0232,317.19,492.78,3,0.006,311.97
August,19,12:30,214.17,3,0.0156,300.11,427.68,4,0.009,337.04,968.42,37,0.0378,320.92,498.98,5,0.0101,318.62
August,19,13:00,214.29,2,0.0114,302.11,449.16,3,0.0069,336.74,968.59,17,0.0176,320.63,500.74,4,0.0079,311.4
August,19,13:30,210.52,2,0.0106,315.47,453.94,4,0.0094,334.61,963.93,29,0.0296,323.13,483.37,7,0.0145,319.7
August,19,14:00,222.81,2,0.011,304.03,485.55,3,0.0072,328.51,991.92,18,0.018,323.56,522.7,5,0.0104,317.7
August,19,14:30,223.99,3,0.0115,305.93,492.82,3,0.0066,338.24,996.57,21,0.0214,327.4,506.56,4,0.0078,318.08
August,19,15:00,217.43,3,0.0117,307.71,492.43,3,0.0058,328.97,982.97,16,0.0166,326.97,509.11,3,0.0068,318.02
August,19,15:30,217.21,3,0.0137,309.32,477.18,3,0.006,334.72,972.04,14,0.0145,327.93,512.5,5,0.0093,314.5
August,19,16:00,231.72,4,0.0155,317.87,474.72,3,0.0054,341.84,948.37,13,0.014,328.15,529.26,3,0.0057,319.41
August,19,16:30,212.11,2,0.0103,319.87,454.64,2,0.0055,339.86,942.48,14,0.0153,325.9,509.95,3,0.0065,321.91
August,19,17:00,190.06,2,0.0108,309.1,428.14,3,0.0068,343.45,888.19,17,0.019,329.44,459.1,3,0.0055,323.61
August,19,17:30,157.59,2,0.0105,304.45,420.01,3,0.0071,344.64,833.05,15,0.0179,325.22,442.05,3,0.0076,318.77
August,19,18:00,147.16,2,0.0123,312.36,394.32,3,0.0073,337.82,778.87,16,0.021,324.6,411.19,3,0.0062,322.52
August,19,18:30,129.07,2,0.0141,308.26,357.99,2,0.0056,333.49,666.66,16,0.0236,323.03,357.79,2,0.0053,323.95
August,19,19:00,83.25,1,0.0158,327.24,317.86,2,0.0067,332.42,607.67,13,0.022,325.11,326.46,2,0.006,314.74
August,19,19:30,59.38,1,0.0135,303.16,286.15,2,0.0056,333.92,532.54,11,0.0205,318.9,298.49,3,0.0096,328.96
August,19,20:00,46.3,1,0.0295,318.6,238.33,2,0.0098,326.51,438.55,11,0.0256,323.86,252.62,3,0.0101,322.08
August,19,20:30,45.71,2,0.038,311.26,210.69,2,0.0089,318.74,394.71,7,0.0177,322.84,223.0,2,0.0068,309.79
August,19,21:00,31.72,1,0.0308,307.73,170.35,1,0.0087,320.07,332.56,5,0.0139,317.07,174.93,1,0.0079,315.65
August,19,21:30,22.58,0,0.0142,299.56,140.58,1,0.0066,320.36,268.28,3,0.0115,317.6,156.89,1,0.0075,323.31
August,19,22:00,18.12,0,0.0,276.01,111.18,0,0.0,325.67,221.43,0,0.0,313.54,120.85,0,0.0,332.7
August,19,22:30,11.32,0,0.0,278.25,87.84,0,0.0,305.34,171.36,0,0.0,311.61,101.35,0,0.0,316.45
August,19,23:00,9.44,0,0.0,316.96,64.85,0,0.0,304.51,128.49,0,0.0,305.57,74.9,0,0.0,330.38
August,19,23:30,7.35,0,0.0,335.8,44.69,0,0.0,290.08,95.73,0,0.0,301.89,59.66,0,0.0,323.63
August,20,0:00,4.35,0,0.0,305.45,34.47,0,0.0,320.59,73.57,0,0.0,346.67,39.47,0,0.0,344.84
August,20,0:30,2.47,0,0.0,325.94,24.68,0,0.0,306.61,52.03,0,0.0,331.9,28.83,0,0.0,372.42
August,20,1:00,1.96,0,0.0,422.1,10.59,0,0.0,341.57,33.94,0,0.0,341.2,22.25,0,0.0,341.01
August,20,1:30,2.01,0,0.0,415.45,5.32,0,0.0,295.56,25.54,0,0.0,351.44,16.39,0,0.0,356.63
August,20,2:00,1.66,0,0.0,421.83,2.95,0,0.0,331.42,17.34,0,0.0,297.95,9.26,0,0.0,385.25
August,20,2:30,1.99,0,0.0,297.06,3.71,0,0.0,352.93,14.32,0,0.0,320.37,9.09,0,0.0,393.67
August,20,3:00,1.86,0,0.0,374.1,2.67,0,0.0,504.9,12.15,0,0.0,316.65,2.12,0,0.0,440.83
August,20,3:30,1.42,0,0.0,329.45,2.71,0,0.0,296.91,10.47,0,0.0,374.67,0.4,0,0.0,409.15
August,20,4:00,1.4,0,0.0,293.26,2.55,0,0.0,358.04,8.39,0,0.0,348.78,0.38,0,0.0,387.53
August,20,4:30,1.62,0,0.0,219.41,2.43,0,0.0,299.35,11.04,0,0.0,374.28,0.54,0,0.0,397.12
August,20,5:00,1.29,0,0.0,327.83,1.95,0,0.0,300.85,12.07,0,0.0,293.64,0.49,0,0.0,386.65
August,20,5:30,1.76,0,0.0,323.47,1.95,0,0.0,441.2,18.07,0,0.0,286.04,1.67,0,0.0,275.66
August,20,6:00,1.91,0,0.0,310.63,5.13,0,0.0,343.71,28.75,0,0.0,269.87,13.3,0,0.0,246.26
August,20,6:30,3.8,0,0.0,290.71,6.17,0,0.0,306.67,48.54,0,0.0,259.31,23.16,0,0.0,291.26
August,20,7:00,7.09,0,0.0301,288.38,26.27,1,0.026,259.02,89.94,2,0.0224,281.58,40.38,0,0.0081,257.06
August,20,7:30,14.61,0,0.0287,329.46,47.93,4,0.0791,308.88,144.06,5,0.0348,279.24,72.24,1,0.0113,285.9
August,20,8:00,46.71,1,0.0154,284.27,91.55,2,0.0173,301.77,266.84,7,0.025,294.5,126.67,1,0.0087,305.21
August,20,8:30,81.39,2,0.0202,341.64,137.56,4,0.0295,323.82,386.44,12,0.0302,311.35,182.52,3,0.0183,310.61
August,20,9:00,120.71,2,0.0152,324.37,205.27,3,0.0162,321.34,545.15,12,0.0221,322.62,274.23,3,0.011,299.2
August,20,9:30,147.26,2,0.0112,342.78,272.32,6,0.0215,328.66,691.9,13,0.0185,327.51,321.15,5,0.0148,319.05
August,20,10:00,177.73,2,0.0093,326.09,316.34,7,0.023,333.75,787.19,11,0.0135,327.15,379.07,7,0.0179,322.51
August,20,10:30,198.96,2,0.0097,332.61,346.62,16,0.0457,351.84,897.89,23,0.0256,341.36,402.55,12,0.029,339.18
August,20,11:00,213.82,2,0.0081,338.93,393.25,10,0.0262,353.74,935.1,18,0.0188,345.11,453.61,5,0.012,335.81
August,20,11:30,219.78,2,0.009,338.21,418.73,12,0.0286,354.42,958.31,22,0.0232,347.96,465.72,6,0.0121,342.09
August,20,12:00,216.8,2,0.0106,349.26,450.55,10,0.0221,356.05,980.71,14,0.0146,349.05,477.81,5,0.0109,343.21
August,20,12:30,215.4,2,0.0092,338.81,466.22,14,0.0295,362.21,994.06,31,0.0312,356.11,484.91,6,0.0126,333.37
August,20,13:00,218.13,2,0.0098,338.06,470.55,12,0.0261,350.12,985.58,16,0.0163,353.1,488.59,7,0.0144,345.1
August,20,13:30,216.94,2,0.0087,341.64,483.18,14,0.0298,355.71,984.07,19,0.0195,351.16,496.78,6,0.0111,336.38
August,20,14:00,219.02,1,0.0068,339.55,489.84,9,0.0177,356.31,971.42,15,0.0155,353.47,518.57,4,0.0084,335.45
August,20,14:30,217.36,2,0.007,345.16,499.29,11,0.0213,367.92,992.26,20,0.0206,357.17,509.25,5,0.0108,345.69
August,20,15:00,225.26,2,0.01,339.16,485.61,8,0.0161,356.73,959.67,13,0.0133,359.9,506.2,5,0.0094,351.88
August,20,15:30,220.94,2,0.0093,345.04,498.91,9,0.0175,358.38,968.58,23,0.0234,364.97,504.89,5,0.0106,349.6
August,20,16:00,212.3,2,0.0083,350.95,490.21,8,0.0163,361.44,949.04,16,0.017,362.74,492.69,5,0.0103,344.12
August,20,16:30,203.92,2,0.0076,344.84,476.78,8,0.0174,364.12,916.46,15,0.016,360.32,476.9,5,0.0095,351.61
August,20,17:00,182.14,3,0.0139,350.02,450.47,13,0.0293,361.37,868.53,37,0.0422,358.93,479.57,13,0.0261,334.96
August,20,17:30,164.93,2,0.0142,345.61,445.82,15,0.0335,361.25,814.54,34,0.0415,355.39,428.42,10,0.0223,353.09
August,20,18:00,148.66,1,0.0087,330.04,406.92,10,0.0255,359.49,743.35,20,0.0269,366.52,392.88,5,0.0132,348.75
August,20,18:30,127.53,1,0.0087,359.81,349.01,6,0.0172,357.53,661.15,13,0.0197,367.11,349.96,4,0.0104,346.76
August,20,19:00,79.23,1,0.0074,356.19,322.59,7,0.0204,358.48,596.06,13,0.021,359.62,324.72,5,0.0139,335.76
August,20,19:30,61.22,1,0.0112,339.46,289.65,5,0.0189,355.56,524.31,15,0.0291,351.74,291.63,4,0.0121,354.86
August,20,20:00,48.35,0,0.0096,326.33,251.99,6,0.0238,356.43,445.8,10,0.0214,356.93,256.8,4,0.0171,343.76
August,20,20:30,41.2,1,0.0175,325.56,213.58,6,0.0283,353.03,374.82,6,0.0171,354.34,215.61,2,0.01,338.29
August,20,21:00,32.26,1,0.02,334.16,176.16,5,0.0258,344.98,315.31,4,0.0119,355.38,179.51,5,0.029,342.07
August,20,21:30,25.35,0,0.0098,331.19,148.57,3,0.0198,357.75,264.62,3,0.0122,349.56,155.55,2,0.0133,341.24
August,20,22:00,17.87,0,0.0,343.21,114.57,0,0.0,324.22,207.18,0,0.0,353.31,116.69,0,0.0,332.67
August,20,22:30,12.54,0,0.0,297.4,92.13,0,0.0,338.19,164.25,0,0.0,329.04,102.2,0,0.0,342.33
August,20,23:00,9.84,0,0.0,324.8,68.46,0,0.0,320.16,126.8,0,0.0,338.63,75.32,0,0.0,332.97
August,20,23:30,8.25,0,0.0,302.1,52.27,0,0.0,327.91,100.15,0,0.0,331.4,60.0,0,0.0,320.93
August,21,0:00,4.06,0,0.0,291.58,32.13,0,0.0,319.68,64.61,0,0.0,344.12,41.04,0,0.0,370.15
August,21,0:30,2.54,0,0.0,324.89,21.11,0,0.0,310.02,50.65,0,0.0,330.12,29.48,0,0.0,378.83
August,21,1:00,2.28,0,0.0,302.44,10.14,0,0.0,314.39,37.23,0,0.0,322.25,19.99,0,0.0,389.25
August,21,1:30,1.41,0,0.0,399.68,6.84,0,0.0,334.44,25.3,0,0.0,359.15,17.81,0,0.0,342.6
August,21,2:00,1.63,0,0.0,337.43,3.77,0,0.0,372.47,17.69,0,0.0,253.69,13.19,0,0.0,349.28
August,21,2:30,0.89,0,0.0,270.1,3.51,0,0.0,421.69,14.35,0,0.0,222.65,9.29,0,0.0,300.61
August,21,3:00,1.09,0,0.0,428.26,2.18,0,0.0,327.6,9.42,0,0.0,306.21,1.62,0,0.0,402.03
August,21,3:30,1.77,0,0.0,300.76,3.68,0,0.0,472.5,10.48,0,0.0,343.05,0.11,0,0.0,342.51
August,21,4:00,1.21,0,0.0,317.81,2.01,0,0.0,378.81,10.55,0,0.0,310.13,0.34,0,0.0,465.28
August,21,4:30,0.88,0,0.0,346.02,1.51,0,0.0,368.44,10.05,0,0.0,308.37,0.44,0,0.0,299.8
August,21,5:00,1.09,0,0.0,237.87,2.53,0,0.0,305.58,12.89,0,0.0,285.61,0.33,0,0.0,211.01
August,21,5:30,1.69,0,0.0,326.7,3.13,0,0.0,261.77,16.21,0,0.0,290.29,0.79,0,0.0,390.9
August,21,6:00,2.48,0,0.0,264.64,4.42,0,0.0,242.67,27.49,0,0.0,301.7,12.5,0,0.0,256.37
August,21,6:30,3.95,0,0.0,323.27,6.72,0,0.0,398.13,50.61,0,0.0,287.46,23.88,0,0.0,283.09
August,21,7:00,8.66,1,0.0762,341.52,23.47,1,0.0367,282.12,88.52,1,0.013,269.12,37.75,0,0.009,290.27
August,21,7:30,12.61,0,0.0345,307.33,39.17,3,0.0657,293.94,138.66,3,0.019,269.76,66.89,0,0.0066,280.46
August,21,8:00,40.42,1,0.0143,294.25,78.07,2,0.0225,307.03,254.19,3,0.0099,302.41,126.14,1,0.0059,293.56
August,21,8:30,71.03,1,0.0192,325.06,123.9,3,0.0256,315.91,365.28,4,0.0113,314.51,190.46,1,0.0078,315.72
August,21,9:00,101.64,1,0.009,324.66,193.8,4,0.0195,317.94,507.19,5,0.0098,323.48,261.56,2,0.0071,322.47
August,21,9:30,125.65,1,0.0088,324.61,232.99,5,0.0216,328.91,645.09,10,0.0158,329.55,309.84,3,0.01,329.88
August,21,10:00,150.0,2,0.0102,314.85,277.59,5,0.0169,331.69,757.02,10,0.0129,337.9,370.43,3,0.0075,339.34
August,21,10:30,176.27,2,0.0095,326.28,326.49,12,0.0356,346.75,832.81,14,0.0168,346.93,404.58,4,0.0094,340.79
August,21,11:00,189.9,2,0.0082,326.7,340.86,8,0.0233,348.84,882.46,13,0.0142,348.22,448.02,3,0.0065,346.6
August,21,11:30,195.0,2,0.0102,327.69,374.15,13,0.0337,342.26,923.08,18,0.0195,351.19,453.37,2,0.0053,350.59
August,21,12:00,192.26,1,0.0076,323.82,407.88,9,0.0231,349.75,902.66,13,0.0139,358.16,467.68,3,0.0063,344.95
August,21,12:30,200.86,2,0.0094,316.35,406.44,10,0.0255,356.26,921.0,22,0.0243,355.22,467.97,4,0.0083,343.65
August,21,13:00,192.9,2,0.0089,324.62,413.29,11,0.0261,348.03,896.59,15,0.0172,361.08,473.44,4,0.0092,349.26
August,21,13:30,192.94,2,0.0098,335.94,423.12,15,0.035,348.02,902.33,13,0.0144,355.5,472.91,4,0.0088,353.62
August,21,14:00,201.85,2,0.0091,340.5,453.23,10,0.0214,348.1,914.65,14,0.0157,354.11,510.05,5,0.009,357.03
August,21,14:30,203.14,1,0.0073,337.77,460.72,12,0.0265,350.85,933.47,23,0.0244,362.49,502.89,5,0.0096,360.64
August,21,15:00,201.93,2,0.0098,343.97,446.49,9,0.0195,354.29,904.12,10,0.0106,358.78,497.26,3,0.0061,358.54
August,21,15:30,195.54,3,0.0154,339.09,449.5,11,0.0247,356.7,913.29,10,0.0114,359.11,496.5,3,0.007,354.92
August,21,16:00,197.96,2,0.0125,337.53,440.79,9,0.0198,351.98,888.04,10,0.0109,361.75,502.51,3,0.006,351.2
August,21,16:30,192.76,2,0.0089,334.11,427.38,8,0.0197,353.4,858.75,9,0.0103,370.26,473.78,3,0.0058,359.29
August,21,17:00,172.91,2,0.0091,332.36,402.05,7,0.0184,353.65,820.37,10,0.0124,360.32,445.08,2,0.0056,361.22
August,21,17:30,148.14,1,0.0089,337.6,387.31,7,0.0183,356.11,764.72,11,0.0149,358.86,414.51,2,0.0057,352.57
August,21,18:00,129.74,1,0.0077,335.82,368.38,8,0.0226,349.91,694.1,14,0.0201,365.0,378.87,2,0.0055,365.54
August,21,18:30,116.99,1,0.0078,321.65,334.0,8,0.0244,354.95,623.16,15,0.0236,369.15,343.95,2,0.0058,349.74
August,21,19:00,73.36,1,0.0084,349.36,296.67,7,0.0239,348.21,551.78,10,0.0179,361.54,322.05,3,0.0101,345.16
August,21,19:30,56.15,1,0.0105,323.88,274.84,6,0.023,349.31,496.46,14,0.0275,372.94,287.89,3,0.0116,355.01
August,21,20:00,45.16,0,0.0109,327.59,221.78,6,0.0273,360.35,422.5,14,0.0333,366.94,253.36,3,0.0132,347.71
August,21,20:30,37.4,1,0.0146,336.65,191.81,4,0.0193,341.1,373.85,7,0.0179,355.6,214.04,2,0.0099,342.71
August,21,21:00,28.09,0,0.0169,306.75,163.88,3,0.0209,340.16,306.82,3,0.0091,360.94,171.86,2,0.0112,355.37
August,21,21:30,22.48,0,0.013,333.81,126.01,2,0.0162,333.44,250.11,2,0.0094,360.75,160.97,1,0.0057,334.51
August,21,22:00,17.47,0,0.0,316.06,102.82,0,0.0,332.49,200.99,0,0.0,335.06,118.98,0,0.0,361.18
August,21,22:30,12.63,0,0.0,305.58,77.23,0,0.0,319.37,153.79,0,0.0,330.45,97.05,0,0.0,340.45
August,21,23:00,9.37,0,0.0,357.68,60.09,0,0.0,332.06,116.84,0,0.0,335.15,72.21,0,0.0,346.8
August,21,23:30,8.48,0,0.0,329.27,43.39,0,0.0,324.89,95.2,0,0.0,341.1,58.14,0,0.0,350.33
August,22,0:00,4.82,0,0.0,379.2,28.62,0,0.0,328.68,67.03,0,0.0,352.71,38.87,0,0.0,366.48
August,22,0:30,3.64,0,0.0,364.69,21.5,0,0.0,302.79,45.42,0,0.0,316.88,27.33,0,0.0,330.51
August,22,1:00,2.61,0,0.0,337.32,9.42,0,0.0,443.32,34.97,0,0.0,324.65,19.65,0,0.0,412.61
August,22,1:30,2.6,0,0.0,361.31,5.78,0,0.0,267.69,24.08,0,0.0,299.74,15.13,0,0.0,344.31
August,22,2:00,1.67,0,0.0,246.28,4.36,0,0.0,399.58,15.6,0,0.0,324.65,10.49,0,0.0,370.95
August,22,2:30,1.14,0,0.0,404.69,3.15,0,0.0,454.25,17.12,0,0.0,328.29,8.3,0,0.0,336.7
August,22,3:00,1.47,0,0.0,244.36,3.43,0,0.0,318.65,10.41,0,0.0,362.39,2.6,0,0.0,459.86
August,22,3:30,1.44,0,0.0,234.57,2.44,0,0.0,443.58,12.14,0,0.0,406.67,0.82,0,0.0,297.99
August,22,4:00,1.24,0,0.0,369.82,2.34,0,0.0,331.04,11.0,0,0.0,285.34,0.77,0,0.0,419.97
August,22,4:30,1.21,0,0.0,371.01,3.2,0,0.0,209.01,11.49,0,0.0,344.39,0.67,0,0.0,484.62
August,22,5:00,1.32,0,0.0,276.8,2.81,0,0.0,295.33,14.93,0,0.0,303.9,0.6,0,0.0,441.21
August,22,5:30,1.59,0,0.0,247.18,3.54,0,0.0,309.03,16.24,0,0.0,331.24,0.98,0,0.0,302.14
August,22,6:00,2.17,0,0.0,298.8,4.81,0,0.0,318.55,30.56,0,0.0,275.47,10.12,0,0.0,282.59
August,22,6:30,3.43,0,0.0,326.48,5.9,0,0.0,372.88,48.41,0,0.0,263.05,23.24,0,0.0,284.67
August,22,7:00,8.46,1,0.1724,334.95,28.2,1,0.044,261.08,82.27,1,0.0138,266.71,40.9,1,0.0124,284.45
August,22,7:30,13.06,2,0.1287,372.59,40.55,3,0.0706,303.8,134.31,2,0.0178,266.12,67.06,1,0.0118,313.37
August,22,8:00,39.15,1,0.0145,293.03,87.22,1,0.0146,292.39,252.42,3,0.01,281.72,126.46,1,0.0095,299.76
August,22,8:30,67.82,1,0.0126,310.29,113.2,3,0.0257,323.15,361.9,4,0.0099,304.78,175.66,3,0.015,319.34
August,22,9:00,99.78,1,0.0131,323.39,174.14,4,0.021,330.31,519.15,5,0.0094,309.96,244.28,2,0.0084,318.67
August,22,9:30,127.03,2,0.0131,333.75,212.88,4,0.0206,341.03,651.03,10,0.0149,306.85,305.71,5,0.0149,336.55
August,22,10:00,138.39,2,0.0127,339.14,267.88,6,0.0207,344.49,738.26,14,0.0184,325.91,364.89,4,0.0111,333.07
August,22,10:30,173.58,2,0.0136,341.71,299.61,11,0.0365,345.88,820.23,21,0.0256,330.29,392.89,6,0.0152,348.48
August,22,11:00,184.5,2,0.0105,338.46,329.29,9,0.0279,349.07,868.56,13,0.015,337.51,417.43,6,0.0135,350.86
August,22,11:30,187.74,2,0.0108,343.38,360.92,16,0.0453,365.82,914.11,13,0.0143,334.9,449.99,6,0.0129,352.25
August,22,12:00,197.68,3,0.0148,329.06,404.98,12,0.0307,356.31,920.26,22,0.0241,338.36,451.67,6,0.0132,345.51
August,22,12:30,194.59,3,0.0144,342.45,401.17,13,0.0324,362.61,930.69,19,0.0204,342.09,466.01,5,0.01,361.13
August,22,13:00,191.73,3,0.0157,355.03,412.5,10,0.0248,353.64,910.25,15,0.0159,348.73,457.56,5,0.0118,356.53
August,22,13:30,196.34,2,0.0113,347.31,417.67,12,0.0287,352.86,913.05,17,0.0184,349.18,472.86,6,0.0126,358.97
August,22,14:00,193.28,2,0.0117,340.1,441.75,14,0.0309,364.98,937.43,14,0.0148,348.3,485.69,6,0.0132,356.45
August,22,14:30,207.22,3,0.0129,348.74,449.93,15,0.0333,360.64,926.08,14,0.0154,346.25,486.06,9,0.0187,364.24
August,22,15:00,197.56,3,0.0156,335.35,452.23,8,0.018,366.63,913.6,16,0.0173,349.11,481.58,9,0.0185,364.9
